,target,source,dialect,region,speaker,utterance
1844,False,childes,Spain,Spain,INV-DZIZ,se estropeó ?
1847,False,childes,Spain,Spain,INV-DZIZ,ésta ?
1850,False,childes,Spain,Spain,INV-DZIZ,ahora yo ?
1859,False,childes,Spain,Spain,INV-DZIZ,uy (.) esto no para .
1863,False,childes,Spain,Spain,INV-DZIZ,primero podríamos jugar a otra cosa .
1864,False,childes,Spain,Spain,INV-DZIZ,y [/] y (.) me cuentas un cuento ?
1871,False,childes,Spain,Spain,INV-DZIZ,me tienes que tapar .
1872,False,childes,Spain,Spain,INV-DZIZ,vale .
1877,False,childes,Spain,Spain,INV-DZIZ,con esto !
1884,False,childes,Spain,Spain,INV-DZIZ,0 [=! asiente] .
1896,False,childes,Spain,Spain,INV-DZIZ,qué quieres hacer para cocinar (.) a_ver ?
1899,False,childes,Spain,Spain,INV-DZIZ,tú eres el médico (.) vale ?
1902,False,childes,Spain,Spain,INV-DZIZ,pero no ates muy fuerte .
1905,False,childes,Spain,Spain,INV-DZIZ,luego me atas a mí ?
1915,False,childes,Spain,Spain,INV-DZIZ,oye y este (.) este (.) este muñeco (.) qué es esto ?
1925,False,childes,Spain,Spain,INV-DZIZ,no pero no se las saques (.) dejáselas así (.) así .
1930,False,childes,Spain,Spain,INV-DZIZ,a_ver .
1933,False,childes,Spain,Spain,INV-DZIZ,no puedo (.) bueno lo (.) que cante luego (.) vale ?
1943,False,childes,Spain,Spain,INV-DZIZ,0 [=! ríe] .
1959,False,childes,Spain,Spain,INV-DZIZ,a ti te enseñan esto en el cole ?
1968,False,childes,Spain,Spain,INV-DZIZ,mira (.) a_ver .
1972,False,childes,Spain,Spain,INV-DZIZ,no (.) luego nos explicas cómo lo haces cuando llegas por la mañana al cole (.) qué os ponéis a dibujar o jugáis primero ?
1975,False,childes,Spain,Spain,INV-DZIZ,a_ver nos dirás a Mónica y a mi qué hiciste hoy ?
1976,False,childes,Spain,Spain,INV-DZIZ,trabajos ?
1982,False,childes,Spain,Spain,MOT-DZIZ,qué pintaste ?
1983,False,childes,Spain,Spain,MOT-DZIZ,pintaste una flor ?
1984,False,childes,Spain,Spain,MOT-DZIZ,o qué pintaste ?
1986,False,childes,Spain,Spain,MOT-DZIZ,qué fue lo que pintaste ?
1988,False,childes,Spain,Spain,MOT-DZIZ,oye me cuentas lo del cole ?
1991,False,childes,Spain,Spain,INV-DZIZ,y qué_tal ?
1992,False,childes,Spain,Spain,INV-DZIZ,tuvo muchos regalos Alejandro ?
1998,False,childes,Spain,Spain,MOT-DZIZ,cómo que no ?
2001,False,childes,Spain,Spain,MOT-DZIZ,la virgen María (.) la mamá de Jesús .
2020,False,childes,Spain,Spain,MOT-DZIZ,qué bien !
2024,False,childes,Spain,Spain,INV-DZIZ,sí ?
2025,False,childes,Spain,Spain,INV-DZIZ,se lo cantasteis .
2031,False,childes,Spain,Spain,INV-DZIZ,a_ver y <qué más> [/] qué más hiciste en el cumple ?
2032,False,childes,Spain,Spain,MOT-DZIZ,qué te hace el médico cuando vas ?
2041,False,childes,Spain,Spain,MOT-DZIZ,la carne de qué ?
2052,False,childes,Spain,Spain,MOT-DZIZ,nada ?
2065,False,childes,Spain,Spain,MOT-DZIZ,como una niña mayor y una señorita .
2068,False,childes,Spain,Spain,MOT-DZIZ,que te dice el médico (.) tienes que tomar qué ?
2080,False,childes,Spain,Spain,INV-DZIZ,y qué más ?
2082,False,childes,Spain,Spain,INV-DZIZ,no te da jarabe (.) el médico cuando tienes catarrín ?
2087,False,childes,Spain,Spain,MOT-DZIZ,vale .
2091,False,childes,Spain,Spain,MOT-DZIZ,habla bien que sabes que xxx .
2095,False,childes,Spain,Spain,MOT-DZIZ,pero te pincharon alguna vez ?
2097,False,childes,Spain,Spain,MOT-DZIZ,y te hicieron pupa ?
2102,False,childes,Spain,Spain,MOT-DZIZ,y tenían que sanarte .
2122,False,childes,Spain,Spain,MOT-DZIZ,naranja .
2127,False,childes,Spain,Spain,MOT-DZIZ,no me acordaba .
2131,False,childes,Spain,Spain,INV-DZIZ,las pelotas dónde estaban (.) en una piscina de pelotas ?
2132,False,childes,Spain,Spain,INV-DZIZ,sí es Mónica (.) pero a_ver cuéntale que más cosas hiciste en Parquilandia .
2135,False,childes,Spain,Spain,INV-DZIZ,bah (.) pues si no nos cuentas nada marchamos (.) eh (.) Mónica ?
2137,False,childes,Spain,Spain,INV-DZIZ,qué es eso de mata ?
2141,False,childes,Spain,Spain,MOT-DZIZ,a dónde fuiste tú a_ver (.) cuéntame .
2150,False,childes,Spain,Spain,MOT-DZIZ,quién más ?
2151,False,childes,Spain,Spain,MOT-DZIZ,estaba Pedro y Pablo (.) y Vilma .
2159,False,childes,Spain,Spain,MOT-DZIZ,y tú no hacías caso de él (.) qué era ?
2164,False,childes,Spain,Spain,INV-DZIZ,no quieres contar lo del zoo ?
2173,False,childes,Spain,Spain,INV-DZIZ,así no se te resfría .
2179,False,childes,Spain,Spain,INV-DZIZ,de mentira (.) no .
2194,False,childes,Spain,Spain,INV-DZIZ,se desencaja claro (.) pero bueno .
2195,False,childes,Spain,Spain,INV-DZIZ,a_ver (.) si la podemos apañar entre tú y yo .
2198,False,childes,Spain,Spain,INV-DZIZ,pero abrigas mucho a tus muñecas .
2199,False,childes,Spain,Spain,INV-DZIZ,qué tienes miedo a que te cojan tos o algo ?
2200,False,childes,Spain,Spain,INV-DZIZ,claro (.) no cabe .
2210,False,childes,Spain,Spain,INV-DZIZ,no (.) pobre .
2212,False,childes,Spain,Spain,INV-DZIZ,ahora (.) claro (.) la muñeca .
2215,False,childes,Spain,Spain,INV-DZIZ,claro los pololos o polotes .
2218,False,childes,Spain,Spain,INV-DZIZ,sino no puede respirar (.) si le tapas la cara .
2224,False,childes,Spain,Spain,INV-DZIZ,no te parece ?
2227,False,childes,Spain,Spain,INV-DZIZ,pensé que lo rompiera yo .
2228,False,childes,Spain,Spain,INV-DZIZ,pero no .
2235,False,childes,Spain,Spain,INV-DZIZ,sí (.) en lo que quieras .
2246,False,childes,Spain,Spain,INV-DZIZ,porque este muñeco cabe en la cuna .
2251,False,childes,Spain,Spain,INV-DZIZ,no está bien .
2254,False,childes,Spain,Spain,INV-DZIZ,y si se quitan las barras entonces rompes el carricoche .
2256,False,childes,Spain,Spain,INV-DZIZ,mira (.) así creo que no queda ningún hueco .
2257,False,childes,Spain,Spain,INV-DZIZ,tú qué piensas que sí o que no ?
2259,False,childes,Spain,Spain,INV-DZIZ,no (.) sí (.) pero un poco apretados .
2262,False,childes,Spain,Spain,INV-DZIZ,se le cae .
2268,False,childes,Spain,Spain,INV-DZIZ,otra con pantalones como ésta .
2272,False,childes,Spain,Spain,INV-DZIZ,no puede quedar ningún hueco porque sino se hace daño la muñeca .
2275,False,childes,Spain,Spain,INV-DZIZ,así (.) está bien ?
2276,False,childes,Spain,Spain,INV-DZIZ,no (.) pero es que si tiras para allí entonces quitas de aquí .
2280,False,childes,Spain,Spain,INV-DZIZ,la muñeca .
2284,False,childes,Spain,Spain,INV-DZIZ,no es como éste que tiene siempre los ojos abiertos .
2294,False,childes,Spain,Spain,INV-DZIZ,porque la muñeca lo tiene liso .
2306,False,childes,Spain,Spain,INV-DZIZ,no (.) no le puedo tapar la cara .
2311,False,childes,Spain,Spain,INV-DZIZ,es que no (.) no da más de aquí .
2315,False,childes,Spain,Spain,INV-DZIZ,no (.) pero mira (.) aquí no se hace daño .
2317,False,childes,Spain,Spain,INV-DZIZ,sí (.) sí tú sola .
2334,False,childes,Spain,Spain,INV-DZIZ,comiste tú tortitas de miel algua vez ?
2336,False,childes,Spain,Spain,INV-DZIZ,eso también son como tortitas de miel .
2337,False,childes,Spain,Spain,INV-DZIZ,a qué saben muy ricas ?
2343,False,childes,Spain,Spain,INV-DZIZ,a_ver (.) iba con tortitas de maíz y medicinas .
2344,False,childes,Spain,Spain,INV-DZIZ,entonces (.) a dónde iba Caperucita ?
2356,False,childes,Spain,Spain,INV-DZIZ,y qué pasaba ?
2357,False,childes,Spain,Spain,INV-DZIZ,es que yo me acuerdo de algo .
2366,False,childes,Spain,Spain,INV-DZIZ,vale .
2367,False,childes,Spain,Spain,INV-DZIZ,es muy guapa la alfombra (.) a qué sí ?
2368,False,childes,Spain,Spain,INV-DZIZ,de casas (.) muy guapa .
2371,False,childes,Spain,Spain,INV-DZIZ,0 [=! sonríe] .
2376,False,childes,Spain,Spain,INV-DZIZ,y otro parque y otra manzana de casas .
2380,False,childes,Spain,Spain,INV-DZIZ,pero tú eres muy lista !
2381,False,childes,Spain,Spain,INV-DZIZ,yo casi no me los sé todavía .
2387,False,childes,Spain,Spain,INV-DZIZ,ésta qué es la calle de los números pares ?
2393,False,childes,Spain,Spain,INV-DZIZ,cuatro (.) cinco (.) cuatro (.) seis (.) no ?
2399,False,childes,Spain,Spain,INV-DZIZ,y mira (.) sin embargo ésta tiene puerta .
2402,False,childes,Spain,Spain,INV-DZIZ,no tiene chimenea .
2408,False,childes,Spain,Spain,INV-DZIZ,las ventanas .
2411,False,childes,Spain,Spain,INV-DZIZ,ésta tiene de todo .
2415,False,childes,Spain,Spain,INV-DZIZ,lo que le falta es la chimenea .
2422,False,childes,Spain,Spain,INV-DZIZ,te dije que era un patito al principio .
2424,False,childes,Spain,Spain,INV-DZIZ,ah (.) bueno .
2425,False,childes,Spain,Spain,INV-DZIZ,y este caballito ?
2428,False,childes,Spain,Spain,INV-DZIZ,de esos que te lo pasas tan bien .
2431,False,childes,Spain,Spain,INV-DZIZ,a_ver (.) así hacen ?
2438,False,childes,Spain,Spain,INV-DZIZ,qué hace cuando llega a casa ?
2441,False,childes,Spain,Spain,INV-DZIZ,come de todo .
2449,False,childes,Spain,Spain,INV-DZIZ,ah (.) eso que tienes en el cajón ?
2454,False,childes,Spain,Spain,INV-DZIZ,a_ver (.) cuéntame .
2457,False,childes,Spain,Spain,INV-DZIZ,ah !
2458,False,childes,Spain,Spain,INV-DZIZ,ahora tienes tres .
2476,False,childes,Spain,Spain,INV-DZIZ,para qué sirve ?
2478,False,childes,Spain,Spain,INV-DZIZ,entonces sirve para abanicarse (.) o no ?
2480,False,childes,Spain,Spain,INV-DZIZ,a_ver (.) es muy fácil .
2488,False,childes,Spain,Spain,MOT-DZIZ,cuéntala .
2492,False,childes,Spain,Spain,INV-DZIZ,ah (.) es verdad !
2498,False,childes,Spain,Spain,INV-DZIZ,jarabe .
2505,False,childes,Spain,Spain,INV-DZIZ,para poner las medicinas .
2509,False,childes,Spain,Spain,INV-DZIZ,yo ya sabía que había un lobo por algún sitio .
2512,False,childes,Spain,Spain,MOT-DZIZ,no (.) qué le dijo el lobo (.) a_ver .
2519,False,childes,Spain,Spain,MOT-DZIZ,el lobo (.) qué le pasó ?
2521,False,childes,Spain,Spain,MOT-DZIZ,no (.) picó .
2530,False,childes,Spain,Spain,INV-DZIZ,claro es que tiene que llevarlas la abuelita .
2536,False,childes,Spain,Spain,INV-DZIZ,a qué sí ?
2539,False,childes,Spain,Spain,INV-DZIZ,ya (.) eran las que le llevaba Caperucita a la abuelita .
2542,False,childes,Spain,Spain,INV-DZIZ,ah (.) es que yo como no lo había visto !
2544,False,childes,Spain,Spain,INV-DZIZ,no (.) pues no se puede abrir .
2551,False,childes,Spain,Spain,INV-DZIZ,y qué hacía Caperucita en la cama ?
2557,False,childes,Spain,Spain,INV-DZIZ,bueno (.) a_ver (.) después [/] después el cuento de Caperucita .
2560,False,childes,Spain,Spain,INV-DZIZ,me lo contaste hace un momento en el baño .
2568,False,childes,Spain,Spain,INV-DZIZ,no sabes tampoco ?
2570,False,childes,Spain,Spain,INV-DZIZ,no .
2578,False,childes,Spain,Spain,MOT-DZIZ,en el segundo cajón .
2579,False,childes,Spain,Spain,INV-DZIZ,en el segundo cajón .
2591,False,childes,Spain,Spain,INV-DZIZ,no (.) mira (.) sí puedes .
2595,False,childes,Spain,Spain,INV-DZIZ,pues yo no lo sabía éste el color que era .
2613,False,childes,Spain,Spain,INV-DZIZ,precioso .
2615,False,childes,Spain,Spain,INV-DZIZ,ya (.) pero es para que puedas levantarlo bien .
2621,False,childes,Spain,Spain,INV-DZIZ,a_ver (.) el carricoche éste era uno .
2627,False,childes,Spain,Spain,INV-DZIZ,mira (.) el naranja .
2628,False,childes,Spain,Spain,INV-DZIZ,el que yo no conocía .
2637,False,childes,Spain,Spain,INV-DZIZ,sí .
2646,False,childes,Spain,Spain,INV-DZIZ,velas .
2648,False,childes,Spain,Spain,MOT-DZIZ,había velas ?
2663,False,childes,Spain,Spain,INV-DZIZ,se van por ahí a pescar (.) o no ?
2664,False,childes,Spain,Spain,INV-DZIZ,entonces (.) qué hacen ?
2665,False,childes,Spain,Spain,MOT-DZIZ,y dónde está Nacho ?
2671,False,childes,Spain,Spain,INV-DZIZ,como el tomate del sandwitch del libro que leímos antes .
2674,False,childes,Spain,Spain,INV-DZIZ,a_ver (.) vamos a_ver .
2679,False,childes,Spain,Spain,INV-DZIZ,cuando tú vas al médico también escribe con esto ?
2684,False,childes,Spain,Spain,MOT-DZIZ,qué te hace el médico cuando vas a la revisión ?
2687,False,childes,Spain,Spain,INV-DZIZ,te pesan .
2692,False,childes,Spain,Spain,INV-DZIZ,está frío el termómetro (.) a qué sí ?
2694,False,childes,Spain,Spain,INV-DZIZ,y qué más te hacen ?
2696,False,childes,Spain,Spain,INV-DZIZ,sí (.) con un palo .
2700,False,childes,Spain,Spain,INV-DZIZ,y con estas cosas de aquí no te hacen nada ?
2702,False,childes,Spain,Spain,INV-DZIZ,y con qué te lo miran ?
2703,False,childes,Spain,Spain,INV-DZIZ,con una especie de linterna (.) a que sí ?
2705,False,childes,Spain,Spain,INV-DZIZ,ah (.) el piquiñín@d [= pequeñín=pequeño] .
2714,False,childes,Spain,Spain,INV-DZIZ,pero es que mamá siempre te pone muy guapa .
2718,False,childes,Spain,Spain,INV-DZIZ,sí ?
2719,False,childes,Spain,Spain,INV-DZIZ,todo ?
2720,False,childes,Spain,Spain,INV-DZIZ,te gustó mucho entonces .
2723,False,childes,Spain,Spain,INV-DZIZ,eso .
2724,False,childes,Spain,Spain,MOT-DZIZ,dónde ?
2726,False,childes,Spain,Spain,INV-DZIZ,imagínate que quieres comer en un restaurante .
2747,False,childes,Spain,Spain,INV-DZIZ,ay (.) te gusta mucho el queso !
2756,False,childes,Spain,Spain,INV-DZIZ,tienes ganas de volver a la escuela ?
2759,False,childes,Spain,Spain,MOT-DZIZ,y dónde estuviste malina ?
2760,False,childes,Spain,Spain,MOT-DZIZ,pero (.) dónde ?
2764,False,childes,Spain,Spain,INV-DZIZ,pues venga (.) cántala .
2775,False,childes,Spain,Spain,INV-DZIZ,y que le pasó ?
2777,False,childes,Spain,Spain,INV-DZIZ,pero a quién se comió ?
2779,False,childes,Spain,Spain,INV-DZIZ,pero a casa de quién fue ?
2785,False,childes,Spain,Spain,INV-DZIZ,el qué ?
2795,False,childes,Spain,Spain,INV-DZIZ,y cuando llegó Caperucita a casa de la abuelita y estaba el lobo .
2799,False,childes,Spain,Spain,INV-DZIZ,y para qué quería las orejas tan grandes ?
2806,False,childes,Spain,Spain,INV-DZIZ,sí (.) no quería comer el lobo a Caperucita ?
2818,False,childes,Spain,Spain,INV-DZIZ,y ?
2824,False,childes,Spain,Spain,INV-DZIZ,sí !
2832,False,childes,Spain,Spain,INV-DZIZ,no (.) ahora cuéntame otra cosa .
2837,False,childes,Spain,Spain,INV-DZIZ,pero mucho catarro ?
2841,False,childes,Spain,Spain,INV-DZIZ,no pero en el médico (.) cómo era el médico ?
2850,False,childes,Spain,Spain,INV-DZIZ,pero dónde fuiste al médico ?
2855,False,childes,Spain,Spain,INV-DZIZ,lo sabes ?
2859,False,childes,Spain,Spain,INV-DZIZ,no había dos médicos ?
2881,False,childes,Spain,Spain,INV-DZIZ,no (.) hombre no !
2882,False,childes,Spain,Spain,INV-DZIZ,y el médico el mandil lo llevaba sucio o limpio ?
2899,False,childes,Spain,Spain,INV-DZIZ,y unas pastillas ?
2900,False,childes,Spain,Spain,INV-DZIZ,no te dio pastillas ?
2901,False,childes,Spain,Spain,INV-DZIZ,y no te puso unas jeringuilla ?
2902,False,childes,Spain,Spain,INV-DZIZ,no te pinchó ?
2917,False,childes,Spain,Spain,INV-DZIZ,qué es el maltes ?
2934,False,childes,Spain,Spain,INV-DZIZ,sí empieza .
2938,False,childes,Spain,Spain,INV-DZIZ,pero a_ver canta bien !
2943,False,childes,Spain,Spain,INV-DZIZ,tú no haces cumpleaños ?
2947,False,childes,Spain,Spain,INV-DZIZ,cuántos son ?
2955,False,childes,Spain,Spain,INV-DZIZ,no lo sabes tú (.) cuántos años tienes ?
2963,False,childes,Spain,Spain,INV-DZIZ,venga .
2968,False,childes,Spain,Spain,INV-DZIZ,a_ver (.) qué dibujamos ?
2970,False,childes,Spain,Spain,INV-DZIZ,cómo ?
2972,False,childes,Spain,Spain,INV-DZIZ,así ?
2975,False,childes,Spain,Spain,INV-DZIZ,pero le falta una cosa a esta casa !
2979,False,childes,Spain,Spain,INV-DZIZ,ahí .
2980,False,childes,Spain,Spain,INV-DZIZ,y (.) qué es eso ?
2982,False,childes,Spain,Spain,INV-DZIZ,claro !
2987,False,childes,Spain,Spain,INV-DZIZ,claro (.) y tienes dos .
3001,False,childes,Spain,Spain,INV-DZIZ,qué le dijo la mamá ?
3003,False,childes,Spain,Spain,INV-DZIZ,y a quién se encontró ?
3008,False,childes,Spain,Spain,INV-DZIZ,y qué hicieron ?
3010,False,childes,Spain,Spain,INV-DZIZ,te gusta la casa ?
3011,False,childes,Spain,Spain,INV-DZIZ,lo que pasa es que no me cabe (.) es tan grande !
3017,False,childes,Spain,Spain,INV-DZIZ,ah (.) vale (.) me quieres dibujar un árbol ?
3019,False,childes,Spain,Spain,INV-DZIZ,y yo me pinto .
3022,False,childes,Spain,Spain,INV-DZIZ,qué árbol más grande !
3040,False,childes,Spain,Spain,INV-DZIZ,mira (.) los mofletes como el sol [% está pintándole la cara] .
3048,False,childes,Spain,Spain,INV-DZIZ,quién es Jorge ?
3058,False,childes,Spain,Spain,INV-DZIZ,en clase no hiciste fiesta ?
3065,False,childes,Spain,Spain,INV-DZIZ,Estefanía va a Oviedo al dentista (.) no ?
3068,False,childes,Spain,Spain,INV-DZIZ,pues yo también voy al dentista .
3072,False,childes,Spain,Spain,INV-DZIZ,qué tienes un médico o una médica ?
3074,False,childes,Spain,Spain,INV-DZIZ,y qué hacen ?
3078,False,childes,Spain,Spain,INV-DZIZ,de qué color van vestidos ?
3082,False,childes,Spain,Spain,INV-DZIZ,ah (.) ya sé .
3093,False,childes,Spain,Spain,INV-DZIZ,claro .
3104,False,childes,Spain,Spain,INV-DZIZ,es verdad !
3107,False,childes,Spain,Spain,INV-DZIZ,ahora le [= el sol] voy a pintar la cara .
3113,False,childes,Spain,Spain,INV-DZIZ,quién es ésta [% señala al dibujo del bote de lápices] ?
3115,False,childes,Spain,Spain,INV-DZIZ,dónde ?
3123,False,childes,Spain,Spain,INV-DZIZ,vale .
3128,False,childes,Spain,Spain,INV-DZIZ,venga (.) yo pinto una nube (.) uy (.) y una luna !
3141,False,childes,Spain,Spain,INV-DZIZ,no (.) es distinto (.) es más claro .
3150,False,childes,Spain,Spain,INV-DZIZ,es un dibujo (.) lo dibujamos aquí ?
3154,False,childes,Spain,Spain,INV-DZIZ,no (.) es éste dibujo (.) mira .
3159,False,childes,Spain,Spain,INV-DZIZ,eso es un corazón .
3162,False,childes,Spain,Spain,INV-DZIZ,otra mariposa ?
3185,False,childes,Spain,Spain,INV-DZIZ,qué es eso ?
3187,False,childes,Spain,Spain,INV-DZIZ,qué hay aquí dibujado ?
3193,False,childes,Spain,Spain,INV-DZIZ,ah (.) y ahora los niños ya están en la escuela y (.) qué hacen ?
3196,False,childes,Spain,Spain,INV-DZIZ,al billar !
3199,False,childes,Spain,Spain,MOT-DZIZ,a_ver Isra (.) &co cómo se hace la escuela ?
3202,False,childes,Spain,Spain,MOT-DZIZ,a_ver (.) colócalos !
3203,False,childes,Spain,Spain,MOT-DZIZ,tú qué eres (.) la maestra ?
3212,False,childes,Spain,Spain,MOT-DZIZ,ah (.) tú eres este niño ?
3216,False,childes,Spain,Spain,MOT-DZIZ,y ahora (.) vamos a hacer la escuela .
3217,False,childes,Spain,Spain,MOT-DZIZ,a_ver (.) las letras .
3218,False,childes,Spain,Spain,MOT-DZIZ,a_ver (.) tú eres la maestra .
3230,False,childes,Spain,Spain,MOT-DZIZ,<a_ver (.) este dibujo> [//] a_ver Israel (.) este dibujo (.) qué es este dibujo ?
3231,False,childes,Spain,Spain,MOT-DZIZ,un gatito (.) y las letras éstas [//] conoces alguna letra ?
3237,False,childes,Spain,Spain,MOT-DZIZ,a los qué (.) oh ?
3243,False,childes,Spain,Spain,INV-DZIZ,y cómo se llama tu profe ?
3246,False,childes,Spain,Spain,MOT-DZIZ,y [/] y qué hacéis ?
3253,False,childes,Spain,Spain,MOT-DZIZ,ven .
3254,False,childes,Spain,Spain,MOT-DZIZ,no le dibujaste a papá un pajarín ?
3261,False,childes,Spain,Spain,INV-DZIZ,y qué es ?
3276,False,childes,Spain,Spain,MOT-DZIZ,y esto [= boca] (.) cómo se llama ?
3281,False,childes,Spain,Spain,MOT-DZIZ,con pasta (.) y cómo se llama lo otro ?
3285,False,childes,Spain,Spain,MOT-DZIZ,eh (.) el cepillo de qué ?
3291,False,childes,Spain,Spain,MOT-DZIZ,cuéntale a Mónica dónde fuimos ayer (.) que lo pasaste tan bien .
3295,False,childes,Spain,Spain,MOT-DZIZ,<cuántos añitos hizo Claudia> [/] cuántos añitos hizo Claudia ?
3297,False,childes,Spain,Spain,MOT-DZIZ,a_ver (.) cuéntalos !
3298,False,childes,Spain,Spain,MOT-DZIZ,dos (.) <y qué> [/] y qué os sacó mamá ?
3303,False,childes,Spain,Spain,MOT-DZIZ,a_ver fuerte (.) que no se oye .
3304,False,childes,Spain,Spain,MOT-DZIZ,quita las manos de la boca .
3310,False,childes,Spain,Spain,MOT-DZIZ,no está .
3311,False,childes,Spain,Spain,MOT-DZIZ,no (.) fue a Pryca .
3313,False,childes,Spain,Spain,MOT-DZIZ,venga <que te> [/] que te saco la sorpresa .
3314,False,childes,Spain,Spain,MOT-DZIZ,a_ver (.) ven aquí (.) ponte aquí al lado de mamá (.) ven .
3318,False,childes,Spain,Spain,MOT-DZIZ,y a_ver (.) qué trae el estuche ?
3320,False,childes,Spain,Spain,MOT-DZIZ,a_ver qué hay (.) mira a_ver tú qué hay (.) vete diciéndolo a_ver qué hay .
3329,False,childes,Spain,Spain,MOT-DZIZ,no (.) esto qué es ?
3336,False,childes,Spain,Spain,MOT-DZIZ,no .
3339,False,childes,Spain,Spain,MOT-DZIZ,pero éste ?
3344,False,childes,Spain,Spain,MOT-DZIZ,cumple [/] cumple [=! canta] .
3347,False,childes,Spain,Spain,MOT-DZIZ,a_ver (.) que te coge mamá .
3353,False,childes,Spain,Spain,INV-DZIZ,y qué le regalaron a Claudia ?
3366,False,childes,Spain,Spain,MOT-DZIZ,tú .
3369,False,childes,Spain,Spain,MOT-DZIZ,tú .
3374,False,childes,Spain,Spain,MOT-DZIZ,la mamá cómo se llama ?
3375,False,childes,Spain,Spain,MOT-DZIZ,Trini (.) y el papá ?
3387,False,childes,Spain,Spain,MOT-DZIZ,y estaba buena ?
